Mission_ID,Mission_Date,Mission_Type,Drone_Model,Base_Location,Operator_ID,Flight_Duration_Min,Distance_Km,Altitude_m,Battery_Start,Battery_End,Battery_Consumed,Payload_Type,Payload_Weight_kg,Weather,Temperature_C,Wind_Speed_kmph,Threat_Level,Mission_Status,Failure_Reason,Mission_Score
ASD-00540,2025-04-30,Medical Delivery,Parrot Anafi AI,Lucknow,OP-016,71,50.2,273,100,79,21,Food Package,1.52,Foggy,40,12,Medium,Success,NA,98
ASD-00541,2025-03-13,Search & Rescue,DJI Matrice 300 RTK,Chandigarh,OP-012,30,22.22,128,100,26,74,Food Package,4.34,Foggy,21,31,Low,Success,NA,92
ASD-00542,2025-03-13,Infrastructure Inspection,Skydio X2D,Dehradun,OP-030,65,23.69,187,100,26,74,Medical Kit,3.14,Foggy,42,22,Low,Success,NA,95
ASD-00543,2025-08-20,Surveillance,DJI Mavic 3 Enterprise,Delhi,OP-019,70,58.91,132,100,30,70,Thermal Camera,2.64,Clear,42,27,High,Success,NA,94
ASD-00544,2025-04-16,Infrastructure Inspection,DJI Matrice 300 RTK,Chandigarh,OP-010,90,14.77,291,100,18,82,HD Camera,4.6,Clear,19,15,Critical,Success,NA,70
ASD-00545,2025-08-03,Medical Delivery,DJI Mavic 3 Enterprise,Jaipur,OP-018,27,25.28,82,100,59,41,Thermal Camera,4.95,Rainy,34,28,Medium,Success,NA,76
ASD-00546,2025-04-14,Medical Delivery,DJI Matrice 300 RTK,Chandigarh,OP-009,46,22.04,289,100,20,80,LiDAR,3.73,Cloudy,27,15,Critical,Success,NA,82
ASD-00547,2025-12-25,Infrastructure Inspection,DJI Mavic 3 Enterprise,Chandigarh,OP-012,51,33.92,225,100,18,82,Sensor Package,0.91,Foggy,37,5,Critical,Failed,Signal Loss,66
ASD-00548,2025-01-23,Search & Rescue,Skydio X2D,Lucknow,OP-023,51,14.88,238,100,25,75,Sensor Package,3.06,Foggy,32,14,Critical,Success,NA,82
ASD-00549,2025-06-16,Search & Rescue,DJI Mavic 3 Enterprise,Dehradun,OP-017,28,43.39,264,100,53,47,Medical Kit,0.84,Foggy,34,10,Low,Success,NA,92
ASD-00550,2025-02-28,Search & Rescue,Parrot Anafi AI,Chandigarh,OP-009,25,30.42,98,100,21,79,Thermal Camera,2.29,Foggy,29,28,Low,Success,NA,92
ASD-00551,2025-01-10,Search & Rescue,DJI Matrice 300 RTK,Dehradun,OP-027,79,8.75,220,100,49,51,Medical Kit,4.29,Foggy,16,33,Medium,Success,NA,92
ASD-00552,2025-12-12,Border Patrol,DJI Matrice 300 RTK,Shimla,OP-029,70,14.26,251,100,79,21,Medical Kit,1.3,Rainy,17,31,Low,Success,NA,82
ASD-00553,2025-07-13,Search & Rescue,DJI Mavic 3 Enterprise,Jaipur,OP-025,86,40.26,263,100,67,33,HD Camera,3.19,Foggy,27,31,Low,Success,NA,93
ASD-00554,2025-12-07,Surveillance,Parrot Anafi AI,Dehradun,OP-026,31,5.88,87,100,79,21,Thermal Camera,4.81,Rainy,20,7,Low,Success,NA,77
ASD-00555,2025-07-02,Medical Delivery,Autel EVO Max 4T,Delhi,OP-004,33,49.86,162,100,56,44,Food Package,1.04,Windy,21,28,Medium,Success,NA,90
ASD-00556,2025-11-03,Border Patrol,Skydio X2D,Dehradun,OP-010,69,16.7,136,100,72,28,HD Camera,4.48,Rainy,31,5,Critical,Success,NA,66
ASD-00557,2025-12-08,Surveillance,Skydio X2D,Dehradun,OP-028,41,18.86,104,100,39,61,Thermal Camera,3.36,Foggy,16,24,High,Success,NA,95
ASD-00558,2025-05-02,Infrastructure Inspection,DJI Matrice 300 RTK,Delhi,OP-010,77,26.03,243,100,51,49,HD Camera,3.27,Windy,8,17,Low,Success,NA,93
ASD-00559,2025-06-18,Border Patrol,DJI Matrice 300 RTK,Dehradun,OP-024,37,25.6,155,100,55,45,Sensor Package,0.67,Cloudy,32,16,Critical,Success,NA,85
ASD-00560,2025-12-07,Medical Delivery,Skydio X2D,Lucknow,OP-030,73,40.64,153,100,77,23,Thermal Camera,1.43,Cloudy,29,24,Low,Failed,Weather,99
ASD-00561,2025-03-06,Infrastructure Inspection,DJI Mavic 3 Enterprise,Jaipur,OP-007,43,29.33,81,100,72,28,HD Camera,3.35,Foggy,12,15,Medium,Success,NA,99
ASD-00562,2025-05-27,Reconnaissance,Autel EVO Max 4T,Chandigarh,OP-010,84,9.3,265,100,21,79,Thermal Camera,2.41,Rainy,18,15,Medium,Success,NA,85
ASD-00563,2025-03-21,Surveillance,Parrot Anafi AI,Chandigarh,OP-025,30,57.31,172,100,30,70,Food Package,2.4,Foggy,18,33,Critical,Success,NA,87
ASD-00564,2025-07-12,Surveillance,Autel EVO Max 4T,Jaipur,OP-010,30,46.74,156,100,61,39,Food Package,2.59,Windy,19,19,Critical,Success,NA,87
ASD-00565,2025-07-11,Border Patrol,Skydio X2D,Delhi,OP-013,80,15.76,128,100,80,20,Food Package,2.32,Clear,40,26,Critical,Success,NA,84
ASD-00566,2025-12-30,Border Patrol,DJI Matrice 300 RTK,Shimla,OP-017,72,53.67,111,100,31,69,Food Package,4.81,Windy,18,15,High,Success,NA,95
ASD-00567,2025-12-07,Infrastructure Inspection,Parrot Anafi AI,Shimla,OP-023,69,55.96,268,100,49,51,Medical Kit,3.34,Cloudy,38,5,Low,Success,NA,94
ASD-00568,2025-12-28,Infrastructure Inspection,DJI Mavic 3 Enterprise,Chandigarh,OP-013,38,18.99,234,100,60,40,Sensor Package,3.7,Clear,15,8,Critical,Success,NA,81
ASD-00569,2025-02-15,Search & Rescue,DJI Mavic 3 Enterprise,Lucknow,OP-025,41,50.64,144,100,42,58,LiDAR,1.89,Windy,42,27,Critical,Success,NA,89
ASD-00570,2025-08-02,Reconnaissance,DJI Mavic 3 Enterprise,Lucknow,OP-017,46,56.15,181,100,41,59,HD Camera,0.94,Clear,18,34,Critical,Success,NA,86
ASD-00571,2025-04-13,Reconnaissance,Autel EVO Max 4T,Chandigarh,OP-006,43,43.72,130,100,18,82,Food Package,3.05,Cloudy,40,10,Medium,Success,NA,72
ASD-00572,2025-06-25,Medical Delivery,Parrot Anafi AI,Shimla,OP-003,76,39.48,239,100,67,33,HD Camera,2.2,Cloudy,13,21,High,Success,NA,93
ASD-00573,2025-11-05,Medical Delivery,Parrot Anafi AI,Lucknow,OP-013,32,5.52,148,100,80,20,Thermal Camera,2.85,Windy,10,9,Low,Success,NA,94
ASD-00574,2025-06-19,Border Patrol,Parrot Anafi AI,Shimla,OP-012,74,23.51,254,100,37,63,Sensor Package,2.29,Rainy,23,26,Low,Failed,Battery Failure,82
ASD-00575,2025-07-31,Border Patrol,Autel EVO Max 4T,Delhi,OP-017,37,6.41,111,100,45,55,LiDAR,3.59,Cloudy,31,31,Critical,Success,NA,80
ASD-00576,2025-08-08,Border Patrol,DJI Matrice 300 RTK,Shimla,OP-012,66,53.04,286,100,39,61,Food Package,3.83,Foggy,22,34,Low,Success,NA,97
ASD-00577,2025-12-11,Medical Delivery,DJI Matrice 300 RTK,Chandigarh,OP-010,69,21.16,129,100,62,38,Thermal Camera,2.74,Windy,40,5,Low,Failed,Mechanical Fault,92
ASD-00578,2025-07-16,Border Patrol,Autel EVO Max 4T,Shimla,OP-029,89,18.25,134,100,59,41,Sensor Package,0.63,Clear,14,30,High,Success,NA,93
ASD-00579,2025-04-25,Surveillance,Autel EVO Max 4T,Chandigarh,OP-028,80,57.33,251,100,65,35,HD Camera,4.08,Cloudy,42,34,High,Success,NA,99
ASD-00580,2025-06-24,Border Patrol,DJI Matrice 300 RTK,Dehradun,OP-003,68,40.97,280,100,25,75,HD Camera,1.81,Cloudy,22,19,Low,Success,NA,93
ASD-00581,2025-07-18,Border Patrol,DJI Mavic 3 Enterprise,Dehradun,OP-028,67,12.01,160,100,32,68,HD Camera,3.16,Windy,8,22,Medium,Failed,Signal Loss,95
ASD-00582,2025-11-04,Border Patrol,DJI Matrice 300 RTK,Dehradun,OP-005,48,10.86,82,100,22,78,Thermal Camera,2.75,Rainy,17,21,Critical,Success,NA,75
ASD-00583,2025-06-20,Border Patrol,DJI Mavic 3 Enterprise,Shimla,OP-002,60,21.99,256,100,65,35,Food Package,1.81,Rainy,38,16,Critical,Success,NA,68
ASD-00584,2025-10-08,Border Patrol,Parrot Anafi AI,Lucknow,OP-001,26,55.77,278,100,58,42,Sensor Package,4.61,Foggy,33,22,Medium,Success,NA,96
ASD-00585,2025-12-30,Reconnaissance,Skydio X2D,Jaipur,OP-028,70,26.51,215,100,44,56,HD Camera,1.09,Rainy,20,28,Low,Success,NA,85
ASD-00586,2025-10-22,Medical Delivery,Parrot Anafi AI,Shimla,OP-024,76,43.28,154,100,62,38,Sensor Package,3.43,Cloudy,21,15,High,Success,NA,92
ASD-00587,2025-08-11,Surveillance,DJI Matrice 300 RTK,Jaipur,OP-019,41,55.93,104,100,35,65,HD Camera,4.91,Foggy,19,6,High,Failed,Mechanical Fault,93
ASD-00588,2025-01-06,Surveillance,Parrot Anafi AI,Shimla,OP-012,70,31.87,256,100,58,42,Sensor Package,2.22,Foggy,13,32,Critical,Success,NA,81
ASD-00589,2025-10-20,Surveillance,Skydio X2D,Jaipur,OP-010,85,17.37,230,100,19,81,Food Package,2.68,Rainy,14,14,Critical,Success,NA,50
ASD-00590,2025-04-17,Infrastructure Inspection,DJI Mavic 3 Enterprise,Delhi,OP-025,71,49.71,85,100,30,70,HD Camera,2.84,Windy,42,34,Low,Failed,Battery Failure,92
ASD-00591,2025-03-05,Infrastructure Inspection,DJI Mavic 3 Enterprise,Chandigarh,OP-003,77,49.03,111,100,75,25,HD Camera,3.03,Cloudy,21,13,Low,Success,NA,95
ASD-00592,2025-06-30,Reconnaissance,DJI Matrice 300 RTK,Shimla,OP-017,20,18.66,91,100,43,57,LiDAR,2.71,Windy,36,11,High,Success,NA,98
ASD-00593,2025-03-07,Surveillance,Skydio X2D,Lucknow,OP-009,25,18.04,128,100,62,38,LiDAR,2.98,Rainy,21,11,High,Success,NA,81
ASD-00594,2025-04-15,Border Patrol,DJI Mavic 3 Enterprise,Shimla,OP-018,53,26.0,121,100,29,71,Sensor Package,2.41,Foggy,13,19,Medium,Success,NA,94
ASD-00595,2025-01-14,Search & Rescue,DJI Matrice 300 RTK,Dehradun,OP-013,67,36.0,245,100,15,85,Thermal Camera,1.92,Windy,18,29,Critical,Failed,Weather,61
ASD-00596,2025-04-26,Medical Delivery,DJI Mavic 3 Enterprise,Chandigarh,OP-028,34,42.62,184,100,72,28,Medical Kit,4.0,Rainy,13,26,Medium,Success,NA,76
ASD-00597,2025-05-19,Reconnaissance,Autel EVO Max 4T,Chandigarh,OP-018,33,48.05,111,100,58,42,HD Camera,2.88,Windy,27,34,High,Success,NA,90
ASD-00598,2025-03-06,Border Patrol,Autel EVO Max 4T,Delhi,OP-022,43,23.98,269,100,29,71,HD Camera,3.59,Foggy,16,19,Medium,Success,NA,99
ASD-00599,2025-08-08,Search & Rescue,DJI Matrice 300 RTK,Lucknow,OP-009,67,43.91,143,100,27,73,Medical Kit,4.09,Foggy,19,31,High,Success,NA,93
ASD-00600,2025-05-27,Surveillance,Parrot Anafi AI,Shimla,OP-003,72,47.38,296,100,69,31,HD Camera,1.24,Clear,12,18,Low,Success,NA,97
ASD-00601,2025-01-04,Border Patrol,Autel EVO Max 4T,Jaipur,OP-030,85,56.28,114,100,19,81,Food Package,0.56,Foggy,40,10,Medium,Success,NA,78
ASD-00602,2025-06-30,Medical Delivery,DJI Mavic 3 Enterprise,Lucknow,OP-017,87,42.62,90,100,23,77,Thermal Camera,0.84,Cloudy,41,17,Medium,Failed,Mechanical Fault,97
ASD-00603,2025-01-02,Medical Delivery,DJI Mavic 3 Enterprise,Lucknow,OP-007,34,23.59,253,100,49,51,Medical Kit,2.67,Windy,15,21,High,Success,NA,99
ASD-00604,2025-06-02,Search & Rescue,DJI Mavic 3 Enterprise,Chandigarh,OP-011,85,50.42,89,100,21,79,Medical Kit,0.53,Windy,39,6,Critical,Success,NA,80
ASD-00605,2025-03-21,Medical Delivery,Parrot Anafi AI,Lucknow,OP-001,65,5.49,190,100,18,82,Thermal Camera,2.35,Cloudy,13,35,Critical,Failed,Signal Loss,63
ASD-00606,2025-07-03,Reconnaissance,Autel EVO Max 4T,Delhi,OP-001,58,25.05,126,100,46,54,Thermal Camera,1.13,Clear,36,31,Critical,Failed,Weather,81
ASD-00607,2025-08-04,Border Patrol,DJI Mavic 3 Enterprise,Lucknow,OP-004,37,26.7,270,100,38,62,Food Package,4.82,Clear,18,15,High,Success,NA,97
ASD-00608,2025-01-07,Surveillance,Autel EVO Max 4T,Chandigarh,OP-017,71,32.6,269,100,31,69,HD Camera,1.07,Cloudy,15,9,High,Success,NA,93
ASD-00609,2025-05-24,Border Patrol,DJI Mavic 3 Enterprise,Shimla,OP-008,21,28.89,154,100,44,56,Thermal Camera,3.28,Foggy,13,30,Medium,Success,NA,94
ASD-00610,2025-03-03,Search & Rescue,DJI Mavic 3 Enterprise,Jaipur,OP-008,74,15.91,260,100,67,33,LiDAR,3.33,Windy,19,15,Medium,Success,NA,90
ASD-00611,2025-06-22,Infrastructure Inspection,Parrot Anafi AI,Shimla,OP-008,74,5.97,131,100,69,31,LiDAR,1.88,Clear,32,29,Medium,Success,NA,90
ASD-00612,2025-01-21,Border Patrol,Autel EVO Max 4T,Jaipur,OP-006,26,21.74,148,100,34,66,Thermal Camera,1.94,Rainy,30,29,Low,Success,NA,85
ASD-00613,2025-02-19,Infrastructure Inspection,DJI Mavic 3 Enterprise,Lucknow,OP-004,56,30.96,235,100,68,32,Food Package,2.14,Foggy,19,19,High,Success,NA,100
ASD-00614,2025-11-19,Surveillance,Skydio X2D,Shimla,OP-005,66,45.77,172,100,33,67,LiDAR,2.23,Cloudy,25,16,Low,Success,NA,91
ASD-00615,2025-03-20,Medical Delivery,Skydio X2D,Shimla,OP-018,44,15.61,194,100,68,32,Medical Kit,3.76,Clear,42,24,Medium,Success,NA,93
ASD-00616,2025-09-15,Search & Rescue,DJI Mavic 3 Enterprise,Lucknow,OP-017,52,54.04,274,100,36,64,Food Package,0.8,Rainy,36,10,Critical,Failed,Weather,74
ASD-00617,2025-07-19,Reconnaissance,DJI Mavic 3 Enterprise,Delhi,OP-018,25,57.57,95,100,56,44,HD Camera,1.24,Foggy,39,35,Critical,Success,NA,84
ASD-00618,2025-04-23,Infrastructure Inspection,DJI Matrice 300 RTK,Jaipur,OP-010,40,36.45,231,100,79,21,Sensor Package,3.74,Windy,37,35,High,Success,NA,94
ASD-00619,2025-05-08,Surveillance,DJI Matrice 300 RTK,Shimla,OP-021,48,7.51,140,100,43,57,Thermal Camera,1.72,Clear,17,20,Low,Failed,Weather,98
ASD-00620,2025-01-30,Search & Rescue,DJI Mavic 3 Enterprise,Shimla,OP-011,64,39.8,174,100,39,61,Food Package,4.54,Clear,24,11,High,Success,NA,90
ASD-00621,2025-10-25,Reconnaissance,Parrot Anafi AI,Jaipur,OP-007,55,14.72,84,100,67,33,Food Package,1.49,Foggy,24,16,High,Success,NA,96
ASD-00622,2025-10-19,Border Patrol,Autel EVO Max 4T,Delhi,OP-007,75,25.28,202,100,69,31,Thermal Camera,4.17,Foggy,19,32,Medium,Success,NA,92
ASD-00623,2025-11-27,Reconnaissance,DJI Matrice 300 RTK,Dehradun,OP-015,59,13.96,125,100,30,70,Thermal Camera,0.82,Windy,20,7,Medium,Failed,Battery Failure,98
ASD-00624,2025-11-18,Surveillance,Skydio X2D,Shimla,OP-005,32,25.78,85,100,66,34,Thermal Camera,3.97,Clear,10,11,High,Success,NA,90
ASD-00625,2025-05-05,Border Patrol,Skydio X2D,Delhi,OP-005,63,51.9,101,100,55,45,Thermal Camera,1.88,Cloudy,38,31,Critical,Success,NA,84
ASD-00626,2025-04-27,Search & Rescue,Autel EVO Max 4T,Jaipur,OP-001,22,50.37,106,100,43,57,Thermal Camera,0.51,Clear,40,29,Medium,Success,NA,92
ASD-00627,2025-02-09,Search & Rescue,DJI Matrice 300 RTK,Delhi,OP-012,69,42.77,263,100,66,34,Thermal Camera,0.96,Foggy,18,10,High,Success,NA,91
ASD-00628,2025-05-27,Search & Rescue,Parrot Anafi AI,Shimla,OP-020,39,14.79,215,100,38,62,Thermal Camera,4.52,Windy,19,30,High,Success,NA,91
ASD-00629,2025-09-02,Infrastructure Inspection,Parrot Anafi AI,Shimla,OP-024,67,56.31,287,100,71,29,Medical Kit,1.17,Clear,17,12,Critical,Success,NA,81
ASD-00630,2025-07-31,Search & Rescue,DJI Mavic 3 Enterprise,Shimla,OP-023,55,12.96,162,100,64,36,Medical Kit,2.72,Cloudy,32,25,Critical,Success,NA,90
ASD-00631,2025-02-12,Infrastructure Inspection,Skydio X2D,Shimla,OP-013,51,26.08,220,100,17,83,LiDAR,2.91,Windy,42,34,Medium,Success,NA,76
ASD-00632,2025-02-26,Search & Rescue,DJI Mavic 3 Enterprise,Lucknow,OP-030,48,43.67,140,100,34,66,Medical Kit,3.01,Clear,21,4,Medium,Success,NA,95
ASD-00633,2025-12-27,Border Patrol,Parrot Anafi AI,Lucknow,OP-023,78,12.93,298,100,27,73,HD Camera,3.86,Cloudy,21,17,Low,Success,NA,90
ASD-00634,2025-02-09,Reconnaissance,DJI Mavic 3 Enterprise,Chandigarh,OP-008,26,43.58,249,100,71,29,Thermal Camera,2.14,Foggy,18,4,Low,Success,NA,96
ASD-00635,2025-02-26,Surveillance,Skydio X2D,Jaipur,OP-010,37,46.15,258,100,42,58,Food Package,4.02,Foggy,34,24,Low,Success,NA,100
ASD-00636,2025-03-22,Infrastructure Inspection,Parrot Anafi AI,Jaipur,OP-030,84,13.82,181,100,26,74,Medical Kit,3.69,Foggy,24,35,Critical,Success,NA,81
ASD-00637,2025-11-25,Reconnaissance,DJI Matrice 300 RTK,Lucknow,OP-021,47,27.02,94,100,52,48,Sensor Package,2.61,Foggy,19,7,High,Success,NA,96
ASD-00638,2025-02-24,Surveillance,Autel EVO Max 4T,Jaipur,OP-018,74,15.71,107,100,67,33,HD Camera,1.58,Clear,31,24,Medium,Success,NA,99
ASD-00639,2025-01-25,Surveillance,Autel EVO Max 4T,Lucknow,OP-002,90,16.09,88,100,50,50,LiDAR,4.94,Rainy,13,5,Critical,Success,NA,69
ASD-00640,2025-03-18,Medical Delivery,Skydio X2D,Delhi,OP-017,70,32.51,160,100,30,70,Medical Kit,2.33,Rainy,16,9,Low,Success,NA,81
ASD-00641,2025-03-24,Reconnaissance,Autel EVO Max 4T,Lucknow,OP-025,57,13.87,254,100,21,79,Thermal Camera,4.13,Clear,13,17,Medium,Failed,Signal Loss,97
ASD-00642,2025-11-18,Reconnaissance,Autel EVO Max 4T,Dehradun,OP-019,66,39.29,190,100,75,25,LiDAR,3.23,Foggy,23,16,Medium,Failed,Battery Failure,90
ASD-00643,2025-02-15,Search & Rescue,Parrot Anafi AI,Lucknow,OP-012,31,32.44,196,100,40,60,HD Camera,1.76,Cloudy,26,13,High,Success,NA,97
ASD-00644,2025-11-14,Search & Rescue,Skydio X2D,Dehradun,OP-014,76,40.77,115,100,65,35,Medical Kit,4.37,Windy,39,5,Critical,Failed,Weather,87
ASD-00645,2025-05-06,Surveillance,DJI Mavic 3 Enterprise,Delhi,OP-024,60,25.55,254,100,28,72,Sensor Package,0.69,Windy,36,19,Low,Success,NA,98
ASD-00646,2025-08-28,Surveillance,DJI Matrice 300 RTK,Jaipur,OP-015,57,25.67,225,100,29,71,Food Package,3.51,Clear,22,27,High,Success,NA,97
ASD-00647,2025-12-26,Search & Rescue,Parrot Anafi AI,Delhi,OP-007,33,55.46,181,100,25,75,HD Camera,1.93,Cloudy,33,24,Critical,Success,NA,81
ASD-00648,2025-07-05,Reconnaissance,DJI Matrice 300 RTK,Jaipur,OP-030,89,13.57,200,100,62,38,LiDAR,3.98,Cloudy,28,5,Low,Success,NA,97
ASD-00649,2025-02-11,Medical Delivery,Skydio X2D,Jaipur,OP-013,22,57.4,255,100,26,74,HD Camera,1.14,Rainy,24,14,High,Success,NA,82
ASD-00650,2025-09-01,Border Patrol,Parrot Anafi AI,Lucknow,OP-016,53,15.12,93,100,69,31,Thermal Camera,1.39,Foggy,29,22,Critical,Success,NA,82
ASD-00651,2025-03-19,Medical Delivery,Autel EVO Max 4T,Delhi,OP-001,69,50.27,223,100,55,45,Sensor Package,4.94,Clear,17,23,High,Success,NA,92
ASD-00652,2025-04-22,Medical Delivery,Skydio X2D,Jaipur,OP-002,72,19.45,264,100,80,20,Sensor Package,4.86,Foggy,16,31,Low,Success,NA,93
ASD-00653,2025-03-05,Medical Delivery,Parrot Anafi AI,Chandigarh,OP-017,68,16.89,133,100,56,44,Medical Kit,0.57,Windy,8,26,High,Success,NA,100
ASD-00654,2025-10-11,Medical Delivery,Parrot Anafi AI,Lucknow,OP-006,65,24.37,218,100,26,74,Thermal Camera,2.56,Windy,29,10,High,Success,NA,98
ASD-00655,2025-09-12,Infrastructure Inspection,DJI Matrice 300 RTK,Shimla,OP-004,75,39.88,259,100,68,32,Sensor Package,0.57,Clear,14,8,Critical,Success,NA,89
ASD-00656,2025-04-11,Medical Delivery,Parrot Anafi AI,Shimla,OP-004,76,32.68,286,100,76,24,Thermal Camera,4.0,Rainy,34,16,Critical,Failed,Battery Failure,70
ASD-00657,2025-05-04,Surveillance,DJI Matrice 300 RTK,Delhi,OP-022,70,5.42,175,100,52,48,Sensor Package,1.69,Windy,26,20,Critical,Success,NA,86
ASD-00658,2025-11-12,Infrastructure Inspection,Parrot Anafi AI,Jaipur,OP-007,39,48.48,295,100,40,60,Thermal Camera,3.0,Rainy,18,30,Critical,Success,NA,65
ASD-00659,2025-03-02,Border Patrol,Autel EVO Max 4T,Dehradun,OP-017,69,58.75,124,100,29,71,Food Package,1.54,Rainy,41,13,Medium,Success,NA,81
ASD-00660,2025-11-13,Infrastructure Inspection,Parrot Anafi AI,Delhi,OP-001,40,57.18,132,100,69,31,HD Camera,3.33,Clear,9,30,Medium,Success,NA,91
ASD-00661,2025-07-13,Surveillance,Autel EVO Max 4T,Delhi,OP-024,36,59.09,242,100,35,65,Medical Kit,1.37,Cloudy,23,17,Medium,Success,NA,100
ASD-00662,2025-04-03,Search & Rescue,DJI Mavic 3 Enterprise,Chandigarh,OP-029,38,39.51,243,100,67,33,HD Camera,1.14,Clear,37,10,High,Success,NA,97
ASD-00663,2025-06-10,Reconnaissance,DJI Mavic 3 Enterprise,Lucknow,OP-029,32,32.01,85,100,28,72,Thermal Camera,3.59,Clear,39,7,Critical,Success,NA,87
ASD-00664,2025-09-25,Reconnaissance,Skydio X2D,Delhi,OP-006,21,54.7,248,100,76,24,Food Package,4.98,Clear,29,25,Low,Success,NA,91
ASD-00665,2025-02-12,Search & Rescue,Autel EVO Max 4T,Chandigarh,OP-008,88,6.27,211,100,61,39,Thermal Camera,0.63,Cloudy,31,10,Medium,Success,NA,92
ASD-00666,2025-03-30,Medical Delivery,DJI Matrice 300 RTK,Dehradun,OP-009,45,57.43,169,100,43,57,LiDAR,4.76,Foggy,39,30,Medium,Success,NA,94
ASD-00667,2025-02-25,Reconnaissance,Skydio X2D,Lucknow,OP-020,59,14.11,132,100,18,82,LiDAR,3.86,Foggy,36,30,High,Success,NA,76
ASD-00668,2025-11-06,Infrastructure Inspection,Autel EVO Max 4T,Chandigarh,OP-010,67,54.38,289,100,72,28,LiDAR,1.64,Foggy,18,5,Critical,Success,NA,90
ASD-00669,2025-03-16,Surveillance,Autel EVO Max 4T,Shimla,OP-012,23,11.31,287,100,39,61,Thermal Camera,0.83,Foggy,19,25,High,Success,NA,91
ASD-00670,2025-04-19,Infrastructure Inspection,Autel EVO Max 4T,Shimla,OP-020,21,44.42,134,100,21,79,LiDAR,0.8,Windy,28,17,High,Success,NA,91
ASD-00671,2025-01-24,Surveillance,Parrot Anafi AI,Jaipur,OP-016,29,36.57,245,100,27,73,Thermal Camera,1.39,Foggy,28,23,Critical,Failed,Mechanical Fault,81
ASD-00672,2025-10-01,Border Patrol,DJI Matrice 300 RTK,Delhi,OP-002,61,37.51,140,100,78,22,Food Package,1.78,Rainy,9,3,Critical,Failed,Battery Failure,70
ASD-00673,2025-11-10,Border Patrol,Parrot Anafi AI,Chandigarh,OP-016,80,10.23,285,100,27,73,Medical Kit,2.3,Rainy,25,23,High,Success,NA,79
ASD-00674,2025-12-19,Reconnaissance,DJI Matrice 300 RTK,Jaipur,OP-028,35,51.37,238,100,67,33,HD Camera,1.12,Clear,22,6,High,Success,NA,93
ASD-00675,2025-05-16,Medical Delivery,Autel EVO Max 4T,Shimla,OP-003,67,49.89,217,100,80,20,HD Camera,0.72,Clear,24,5,High,Success,NA,99
ASD-00676,2025-08-17,Infrastructure Inspection,DJI Mavic 3 Enterprise,Dehradun,OP-021,41,55.87,229,100,22,78,Thermal Camera,3.89,Clear,16,23,Critical,Success,NA,88
ASD-00677,2025-10-13,Border Patrol,DJI Mavic 3 Enterprise,Shimla,OP-012,81,41.37,151,100,39,61,Medical Kit,3.95,Foggy,22,8,Low,Success,NA,93
ASD-00678,2025-02-23,Infrastructure Inspection,Skydio X2D,Lucknow,OP-016,29,9.13,206,100,73,27,Food Package,4.18,Cloudy,8,16,Medium,Success,NA,99
ASD-00679,2025-11-14,Reconnaissance,DJI Matrice 300 RTK,Lucknow,OP-015,59,43.97,247,100,61,39,Thermal Camera,4.63,Windy,14,11,Critical,Success,NA,86
ASD-00680,2025-08-24,Medical Delivery,Skydio X2D,Chandigarh,OP-029,74,14.03,158,100,67,33,Sensor Package,1.0,Cloudy,37,9,Low,Success,NA,90
ASD-00681,2025-06-20,Search & Rescue,DJI Matrice 300 RTK,Delhi,OP-017,65,19.61,220,100,70,30,Thermal Camera,2.29,Rainy,35,16,Critical,Success,NA,69
ASD-00682,2025-08-10,Border Patrol,DJI Mavic 3 Enterprise,Delhi,OP-017,68,45.26,188,100,56,44,Thermal Camera,3.17,Rainy,20,28,Critical,Success,NA,65
ASD-00683,2025-07-21,Medical Delivery,DJI Mavic 3 Enterprise,Jaipur,OP-013,48,11.34,89,100,46,54,Medical Kit,1.52,Cloudy,12,9,Critical,Success,NA,84
ASD-00684,2025-06-06,Search & Rescue,DJI Matrice 300 RTK,Jaipur,OP-024,46,24.12,153,100,44,56,LiDAR,4.59,Clear,14,14,Critical,Failed,Weather,82
ASD-00685,2025-02-09,Infrastructure Inspection,Autel EVO Max 4T,Chandigarh,OP-029,43,23.27,196,100,62,38,Medical Kit,0.59,Clear,38,30,High,Success,NA,90
ASD-00686,2025-04-27,Reconnaissance,DJI Matrice 300 RTK,Delhi,OP-027,20,31.86,143,100,20,80,LiDAR,3.56,Clear,10,4,High,Success,NA,92
ASD-00687,2025-01-07,Border Patrol,Autel EVO Max 4T,Dehradun,OP-015,58,49.21,165,100,23,77,Sensor Package,2.69,Foggy,30,19,High,Success,NA,94
ASD-00688,2025-01-16,Search & Rescue,DJI Mavic 3 Enterprise,Shimla,OP-016,81,11.2,255,100,78,22,Sensor Package,4.97,Cloudy,34,17,High,Success,NA,96
ASD-00689,2025-06-19,Search & Rescue,Autel EVO Max 4T,Jaipur,OP-029,31,15.66,176,100,67,33,LiDAR,1.29,Rainy,42,31,High,Success,NA,81
ASD-00690,2025-02-26,Reconnaissance,Parrot Anafi AI,Shimla,OP-010,25,36.87,259,100,37,63,Food Package,3.05,Windy,15,30,High,Failed,Mechanical Fault,100
ASD-00691,2025-01-21,Surveillance,DJI Matrice 300 RTK,Chandigarh,OP-015,39,33.78,154,100,60,40,HD Camera,4.1,Rainy,39,21,Low,Success,NA,84
